"AttributeName","Consistency","ValueIDS","Values","FusedValue","IsCorrect","CorrectValue"
"Title","0.6666666666666666","Title-{wikidata_16930|vg_sales_1920|wikidata_16926}","{Call of Duty 3 : En marche vers Paris|Call of Duty 3|Call of Duty 3}","Call of Duty 3",,
"Title","1.0","Title-{wikidata_21294|steam_games_14557}","{Dragon Ball: Xenoverse 2|DRAGON BALL XENOVERSE 2}","DRAGON BALL XENOVERSE 2",,
"Title","1.0","Title-{wikidata_32224|steam_games_27378}","{Blackberry Honey|Blackberry Honey}","Blackberry Honey",,
"Title","1.0","Title-{vg_sales_6329|wikidata_20712}","{Ty the Tasmanian Tiger|Ty the Tasmanian Tiger}","Ty the Tasmanian Tiger",,
"Title","1.0","Title-{vg_sales_7464|wikidata_20365}","{Marvel Super Hero Squad: Comic Combat|Marvel Super Hero Squad: Comic Combat}","Marvel Super Hero Squad: Comic Combat",,
"Title","1.0","Title-{wikidata_14733|vg_sales_2411}","{Tomb Raider: Anniversary|Tomb Raider: Anniversary}","Tomb Raider: Anniversary",,
"Title","1.0","Title-{wikidata_18547|vg_sales_1212}","{Dark Cloud|Dark Cloud}","Dark Cloud",,
"Title","1.0","Title-{vg_sales_14780|wikidata_19256}","{The Adventures of Lomax|The Adventures of Lomax}","The Adventures of Lomax",,
"Title","1.0","Title-{steam_games_2662|wikidata_34736}","{Bionic Dues|Bionic Dues}","Bionic Dues",,
"Title","1.0","Title-{vg_sales_9812|wikidata_32967}","{Gundam Breaker 3|Gundam Breaker 3}","Gundam Breaker 3",,
"Title","1.0","Title-{steam_games_6111|wikidata_21099}","{Disney Universe|Disney Universe}","Disney Universe",,
"Title","1.0","Title-{vg_sales_2803|wikidata_22227}","{Kirby: Canvas Curse|Kirby: Canvas Curse}","Kirby: Canvas Curse",,
"Title","0.6666666666666666","Title-{vg_sales_5562|wikidata_20236|wikidata_20245}","{LEGO The Lord of the Rings|Lego The Lord of the Rings (videohra)|Lego The Lord of the Rings}","LEGO The Lord of the Rings",,
"Title","1.0","Title-{wikidata_18720|wikidata_18715|vg_sales_9701}","{HOMEFRONT the Revolution|Homefront: The Revolution|Homefront: The Revolution}","HOMEFRONT the Revolution",,
"Title","1.0","Title-{vg_sales_10483|wikidata_18831}","{Ridge Racer 2|Ridge Racer 2}","Ridge Racer 2",,
"Title","1.0","Title-{wikidata_34206|vg_sales_6336}","{NASCAR 06: Total Team Control|NASCAR 06: Total Team Control}","NASCAR 06: Total Team Control",,
"Title","1.0","Title-{vg_sales_5751|wikidata_21915}","{Mega Man Maverick Hunter X|Mega Man Maverick Hunter X}","Mega Man Maverick Hunter X",,
"Title","1.0","Title-{wikidata_27059|vg_sales_4787}","{Hatsune Miku: Project DIVA F 2nd|Hatsune Miku: Project Diva F 2nd}","Hatsune Miku: Project DIVA F 2nd",,
"Title","1.0","Title-{wikidata_17400|wikidata_17387|vg_sales_691}","{LEGO Marvel Super Heroes|Lego Marvel Super Heroes|LEGO Marvel Super Heroes}","LEGO Marvel Super Heroes",,
"Title","1.0","Title-{wikidata_21482|vg_sales_3851}","{PlayStation All-Stars Battle Royale|PlayStation All-Stars Battle Royale}","PlayStation All-Stars Battle Royale",,
"Title","0.6666666666666666","Title-{wikidata_14194|wikidata_14195|vg_sales_14280}","{Cooking Mama 5: Bon Appétit!|Cooking Mama 5: Bon Appetit!|Cooking Mama 5: Bon Appetit!}","Cooking Mama 5: Bon Appétit!",,
"Title","1.0","Title-{vg_sales_15694|wikidata_32695}","{SD Gundam Force|SD Gundam Force}","SD Gundam Force",,
"Title","1.0","Title-{wikidata_24688|vg_sales_3126}","{Dead or Alive 5|Dead or Alive 5}","Dead or Alive 5",,
"Title","1.0","Title-{wikidata_16341|vg_sales_1850}","{Medal of Honor: Airborne|Medal of Honor: Airborne}","Medal of Honor: Airborne",,
"Title","1.0","Title-{wikidata_28379|vg_sales_12454}","{Champion Jockey: G1 Jockey & Gallop Racer|Champion Jockey: G1 Jockey & Gallop Racer}","Champion Jockey: G1 Jockey & Gallop Racer",,
"Title","1.0","Title-{vg_sales_16011|steam_games_156}","{Call of Juarez|Call of Juarez™}","Call of Juarez",,
"Title","1.0","Title-{wikidata_32286|vg_sales_2046}","{Ninja Gaiden II|Ninja Gaiden II}","Ninja Gaiden II",,
"Title","1.0","Title-{vg_sales_9368|wikidata_24828}","{Tak 2: The Staff of Dreams|Tak 2: The Staff of Dreams}","Tak 2: The Staff of Dreams",,
"Title","1.0","Title-{wikidata_29703|vg_sales_630}","{Final Fantasy V|Final Fantasy V}","Final Fantasy V",,
"Title","1.0","Title-{vg_sales_6103|wikidata_24904}","{The Golden Compass|The Golden Compass}","The Golden Compass",,
"Title","1.0","Title-{vg_sales_1947|wikidata_23368}","{Sega Superstars Tennis|Sega Superstars Tennis}","Sega Superstars Tennis",,
"Title","1.0","Title-{vg_sales_2173|wikidata_12517}","{ESPN NBA 2K5|ESPN NBA 2K5}","ESPN NBA 2K5",,
"Title","0.0","Title-{wikidata_900|vg_sales_4656}","{Star Wars: The Clone Wars - Les Héros de la République|Star Wars The Clone Wars: Republic Heroes}","Star Wars The Clone Wars: Republic Heroes",,
"Title","1.0","Title-{wikidata_17568|vg_sales_4078}","{Battlefield: Hardline|Battlefield: Hardline}","Battlefield: Hardline",,
"Title","0.75","Title-{vg_sales_3197|wikidata_8669|wikidata_8664|wikidata_21704}","{Tony Hawk's Project 8|Tony Hawk’s Project 8|Tony Hawks Project 8|Tony Hawk's Project 8}","Tony Hawks Project 8",,
"Title","1.0","Title-{vg_sales_7763|wikidata_27344}","{Ice Age 2: The Meltdown|Ice Age 2: The Meltdown}","Ice Age 2: The Meltdown",,
"Title","0.4","Title-{vg_sales_1998|wikidata_22601|vg_sales_2985|vg_sales_7382|wikidata_22600}","{Naruto: Clash of Ninja 2|Naruto: Clash of Ninja|Naruto: Clash of Ninja|Naruto: Clash of Ninja (JP sales)|Naruto: Clash of Ninja European Version}","Naruto: Clash of Ninja",,
"Title","1.0","Title-{wikidata_31500|vg_sales_1497}","{Cars 2|Cars 2}","Cars 2",,
"Title","1.0","Title-{wikidata_25200|vg_sales_7436}","{Batman Begins|Batman Begins}","Batman Begins",,
"Title","1.0","Title-{vg_sales_1284|wikidata_18670}","{Fight Night 2004|Fight Night 2004}","Fight Night 2004",,
"Title","0.5","Title-{vg_sales_4907|vg_sales_2583|wikidata_21115|wikidata_22614}","{The Darkness II|Darksiders II|Darksiders II|The Darkness II}","Darksiders II",,
"Title","1.0","Title-{wikidata_27026|vg_sales_4721}","{Spider-Man: Web of Shadows|Spider-Man: Web of Shadows}","Spider-Man: Web of Shadows",,
"Title","1.0","Title-{wikidata_30680|vg_sales_9031}","{Dream Pinball 3D|Dream Pinball 3D}","Dream Pinball 3D",,
"Title","1.0","Title-{vg_sales_79|wikidata_13836}","{Wii Party|Wii Party}","Wii Party",,
"Title","1.0","Title-{wikidata_17642|vg_sales_1412}","{Need for Speed: The Run|Need for Speed: The Run}","Need for Speed: The Run",,
"Title","1.0","Title-{vg_sales_150|wikidata_14182}","{Dragon Quest IX: Sentinels of the Starry Skies|Dragon Quest IX: Sentinels of the Starry Skies}","Dragon Quest IX: Sentinels of the Starry Skies",,
"Title","1.0","Title-{vg_sales_5320|wikidata_17287}","{Guitar Hero: Metallica|Guitar Hero: Metallica}","Guitar Hero: Metallica",,
"Title","1.0","Title-{wikidata_16332|vg_sales_518}","{Medal of Honor|Medal of Honor}","Medal of Honor",,
"Title","1.0","Title-{vg_sales_8545|wikidata_34209}","{Angry Birds Trilogy|Angry Birds Trilogy}","Angry Birds Trilogy",,
"Title","1.0","Title-{wikidata_21535|vg_sales_4028|wikidata_21526}","{LEGO Batman 3: Beyond Gotham|Lego Batman 3: Beyond Gotham|Lego Batman 3: Beyond Gotham}","LEGO Batman 3: Beyond Gotham",,
"Title","1.0","Title-{wikidata_27158|vg_sales_7306}","{Armored Core V|Armored Core V}","Armored Core V",,
"Title","1.0","Title-{vg_sales_8115|wikidata_33586|wikidata_33638}","{Aliens: Colonial Marines|Aliens: Colonial Marines|Aliens Colonial Marines}","Aliens Colonial Marines",,
"Title","1.0","Title-{vg_sales_5340|wikidata_35194}","{Rugrats: Royal Ransom|Rugrats: Royal Ransom}","Rugrats: Royal Ransom",,
"Title","1.0","Title-{wikidata_28435|vg_sales_10077}","{Jake Hunter Detective Story: Memories of the Past|Jake Hunter Detective Story: Memories of the Past}","Jake Hunter Detective Story: Memories of the Past",,
"Title","0.6666666666666666","Title-{vg_sales_9950|wikidata_14973|wikidata_14969}","{Teenage Mutant Ninja Turtles 3: Mutant Nightmare|Teenage Mutant Ninja Turtles: Mutant Melee|Teenage Mutant Ninja Turtles 3: Mutant Nightmare}","Teenage Mutant Ninja Turtles: Mutant Melee",,
"Title","1.0","Title-{vg_sales_5057|wikidata_28829}","{FIFA 17|FIFA 17}","FIFA 17",,
"Title","1.0","Title-{wikidata_27004|vg_sales_4710}","{X-Men: The Official Game|X-Men: The Official Game}","X-Men: The Official Game",,
"Title","1.0","Title-{steam_games_4000|wikidata_8184}","{10 Second Ninja|10 Second Ninja}","10 Second Ninja",,
"Title","1.0","Title-{vg_sales_4056|wikidata_29135}","{Epic Mickey: Power of Illusion|Epic Mickey: Power of Illusion}","Epic Mickey: Power of Illusion",,
"Title","1.0","Title-{wikidata_20501|vg_sales_1621}","{Kirby Tilt 'n' Tumble|Kirby Tilt 'n' Tumble}","Kirby Tilt 'n' Tumble",,
"Title","1.0","Title-{wikidata_28439|steam_games_1153|vg_sales_10101}","{Stronghold Kingdoms|Stronghold Kingdoms|Stronghold Kingdoms}","Stronghold Kingdoms",,
"Title","1.0","Title-{wikidata_19295|wikidata_19298|vg_sales_10781|wikidata_19301|wikidata_19304}","{Skylanders: Spyro's Adventure|Skylanders: Spyro's Adventure|Skylanders: Spyro's Adventure|Skylanders: Spyro’s Adventure|Skylanders: Spyro’s Adventure}","Skylanders: Spyro's Adventure",,
"Title","1.0","Title-{vg_sales_7198|wikidata_2632|wikidata_2628}","{Tony Hawk's Downhill Jam|Tony Hawk’s Downhill Jam|Tony Hawk's Downhill Jam}","Tony Hawk's Downhill Jam",,
"Title","0.0","Title-{vg_sales_5381|wikidata_26527}","{Thunderstrike: Operation Phoenix|Thunderhawk: Operation Phoenix}","Thunderhawk: Operation Phoenix",,
"Title","1.0","Title-{wikidata_22931|vg_sales_4982}","{Super Soccer|Super Soccer}","Super Soccer",,
"Title","1.0","Title-{vg_sales_8875|wikidata_26410}","{Virtua Tennis 4|Virtua Tennis 4}","Virtua Tennis 4",,
"Title","1.0","Title-{vg_sales_10027|wikidata_28430}","{NBA Jam 2002|NBA Jam 2002}","NBA Jam 2002",,
"Title","1.0","Title-{wikidata_16306|wikidata_16305|steam_games_326|steam_games_324|wikidata_16300|steam_games_325|wikidata_16298|wikidata_16297|vg_sales_3035|wikidata_16308}","{Bioshock Infinite|Bioshock Infinite|BioShock Infinite|BioShock Infinite|BioShock Infinite|BioShock Infinite|BioShock Infinite|BioShock Infinite|BioShock Infinite|Bioshock Infinite}","Bioshock Infinite",,
"Title","1.0","Title-{steam_games_33574|wikidata_33944}","{Katamari Damacy REROLL|Katamari Damacy REROLL}","Katamari Damacy REROLL",,
"Title","1.0","Title-{vg_sales_4924|wikidata_15396}","{EA Sports Active 2|EA Sports Active 2}","EA Sports Active 2",,
"Title","1.0","Title-{steam_games_1837|wikidata_16510}","{Myst V: End of Ages|Myst V: End of Ages}","Myst V: End of Ages",,
"Title","1.0","Title-{vg_sales_224|wikidata_14619}","{Driver 2|Driver 2}","Driver 2",,
"Title","1.0","Title-{wikidata_35018|steam_games_12214}","{Danganronpa: Trigger Happy Havoc|Danganronpa: Trigger Happy Havoc}","Danganronpa: Trigger Happy Havoc",,
"Title","0.6666666666666666","Title-{wikidata_20485|wikidata_23135|vg_sales_4524}","{2010 FIFA World Cup South Africa|2010 FIFA World Cup|2010 FIFA World Cup South Africa}","2010 FIFA World Cup",,
"Title","1.0","Title-{vg_sales_2305|wikidata_21604}","{Crysis 3|Crysis 3}","Crysis 3",,
"Title","1.0","Title-{wikidata_15090|vg_sales_285}","{The Legend of Zelda: Skyward Sword|The Legend of Zelda: Skyward Sword}","The Legend of Zelda: Skyward Sword",,
"Title","1.0","Title-{wikidata_30838|vg_sales_975}","{The Getaway: Black Monday|The Getaway: Black Monday}","The Getaway: Black Monday",,
"Title","1.0","Title-{vg_sales_5144|wikidata_27450}","{FIFA Street 2|FIFA Street 2}","FIFA Street 2",,
"Title","1.0","Title-{wikidata_27358|vg_sales_4992}","{Fragile Dreams: Farewell Ruins of the Moon|Fragile Dreams: Farewell Ruins of the Moon}","Fragile Dreams: Farewell Ruins of the Moon",,
"Title","1.0","Title-{wikidata_19078|vg_sales_1496}","{Madden NFL 97|Madden NFL 97}","Madden NFL 97",,
"Title","1.0","Title-{wikidata_17625|wikidata_29226|vg_sales_816}","{Tom Clancy's Splinter Cell: Conviction|Tom Clancy's Splinter Cell Conviction|Tom Clancy's Splinter Cell: Conviction}","Tom Clancy's Splinter Cell Conviction",,
"Title","1.0","Title-{vg_sales_8670|wikidata_18331}","{Tiger Woods PGA Tour 2004|Tiger Woods PGA Tour 2004}","Tiger Woods PGA Tour 2004",,
"Title","1.0","Title-{wikidata_30968|vg_sales_1066}","{WCW/nWo Thunder|WCW/NWO Thunder}","WCW/nWo Thunder",,
"Title","1.0","Title-{vg_sales_4670|wikidata_26883|wikidata_26880}","{The Suffering|The suffering|The Suffering}","The Suffering",,
"Title","1.0","Title-{vg_sales_14217|wikidata_15834}","{3D Baseball|3D Baseball}","3D Baseball",,
"Title","1.0","Title-{wikidata_27773|steam_games_5955}","{Sunrider: Mask of Arcadius|Sunrider: Mask of Arcadius}","Sunrider: Mask of Arcadius",,
"Title","1.0","Title-{vg_sales_5045|wikidata_15676|wikidata_17322}","{Guitar Hero On Tour: Modern Hits|Guitar Hero: On Tour Modern Hits|Guitar Hero On Tour: Modern Hits}","Guitar Hero On Tour: Modern Hits",,
"Title","1.0","Title-{vg_sales_3803|wikidata_34470}","{F.E.A.R. 2: Project Origin|F.E.A.R. 2: Project Origin}","F.E.A.R. 2: Project Origin",,
"Title","1.0","Title-{steam_games_1584|wikidata_930}","{Costume Quest|Costume Quest}","Costume Quest",,
"Title","1.0","Title-{vg_sales_4330|wikidata_26431}","{Dead or Alive: Dimensions|Dead or Alive: Dimensions}","Dead or Alive: Dimensions",,
"Title","1.0","Title-{wikidata_27983|vg_sales_7733}","{The Great Escape|The Great Escape}","The Great Escape",,
"Title","1.0","Title-{wikidata_27865|vg_sales_7398}","{Front Mission 5: Scars of the War|Front Mission 5: Scars of the War}","Front Mission 5: Scars of the War",,
"Title","1.0","Title-{vg_sales_5002|wikidata_31582|wikidata_33896}","{Turok: Evolution|Turok: Evolution|Turok Evolution}","Turok Evolution",,
"Title","1.0","Title-{vg_sales_1338|wikidata_15103}","{Far Cry 4|Far Cry 4}","Far Cry 4",,
"Title","1.0","Title-{wikidata_17857|vg_sales_948}","{Just Cause 3|Just Cause 3}","Just Cause 3",,
"Title","1.0","Title-{vg_sales_9893|wikidata_24233}","{One Piece: Super Grand Battle! X|One Piece: Super Grand Battle! X}","One Piece: Super Grand Battle! X",,
"Title","1.0","Title-{wikidata_17953|vg_sales_6259}","{Pro Evolution Soccer 2013|Pro Evolution Soccer 2013}","Pro Evolution Soccer 2013",,
"Title","1.0","Title-{steam_games_35549|wikidata_24558}","{Fruit couple|Fruit couple}","Fruit couple",,
"Title","1.0","Title-{wikidata_17329|steam_games_49}","{Half-Life 2: Episode One|Half-Life 2: Episode One}","Half-Life 2: Episode One",,
"Title","1.0","Title-{wikidata_24787|vg_sales_3190}","{Juiced 2: Hot Import Nights|Juiced 2: Hot Import Nights}","Juiced 2: Hot Import Nights",,
"Title","1.0","Title-{wikidata_35276|vg_sales_5511}","{Hatsune Miku: Project DIVA Extend|Hatsune Miku: Project Diva Extend}","Hatsune Miku: Project DIVA Extend",,
"Title","1.0","Title-{vg_sales_2702|wikidata_17980}","{Pro Evolution Soccer 2015|Pro Evolution Soccer 2015}","Pro Evolution Soccer 2015",,
"Title","1.0","Title-{wikidata_15279|steam_games_13124}","{Golf With Your Friends|Golf With Your Friends}","Golf With Your Friends",,
"Title","1.0","Title-{vg_sales_684|wikidata_29815}","{Mario Tennis|Mario Tennis}","Mario Tennis",,
"Title","1.0","Title-{wikidata_3066|vg_sales_8011|wikidata_3074}","{Indiana Jones and the Emperor's Tomb|Indiana Jones and the Emperor's Tomb|Indiana Jones and the Emperor’s Tomb}","Indiana Jones and the Emperor's Tomb",,
"Title","0.6666666666666666","Title-{vg_sales_1613|wikidata_23102|wikidata_20489}","{2010 FIFA World Cup South Africa|2010 FIFA World Cup|2010 FIFA World Cup South Africa}","2010 FIFA World Cup",,
"Title","0.0","Title-{wikidata_35322|vg_sales_9781}","{Shin Megami Tensei: Devil Survivor 2 Record Breaker|Shin Megami Tensei: Devil Survivor 2}","Shin Megami Tensei: Devil Survivor 2",,
"Title","1.0","Title-{wikidata_6100|steam_games_115}","{Doom II|DOOM II}","Doom II",,
"Title","1.0","Title-{wikidata_35972|steam_games_31473}","{Twin Blue Moons|Twin Blue Moons}","Twin Blue Moons",,
"Title","1.0","Title-{wikidata_33956|steam_games_35883}","{God Eater 3|GOD EATER 3}","God Eater 3",,
"Title","0.0","Title-{wikidata_540|wikidata_1096|wikidata_1102|wikidata_1099|wikidata_1105|wikidata_533|vg_sales_7988}","{Star Wars: The Clone Wars (2002 video game)|Star Wars: The Clone Wars (jeu vidéo)|Star Wars: The Clone Wars (videojuego de 2002)|Star Wars: The Clone Wars (datorspel)|Star Wars: The Clone Wars (videopeli)|Star Wars: The Clone Wars|Star Wars: The Clone Wars & Tetris Worlds}","Star Wars: The Clone Wars",,
"Title","1.0","Title-{wikidata_15763|vg_sales_5405}","{MVP 06: NCAA Baseball|MVP 06 NCAA Baseball}","MVP 06 NCAA Baseball",,
"Title","1.0","Title-{vg_sales_1048|wikidata_13513}","{Tetris Worlds|Tetris Worlds}","Tetris Worlds",,
"Title","1.0","Title-{wikidata_18446|steam_games_35655}","{Newfound Courage|Newfound Courage}","Newfound Courage",,
"Title","0.5","Title-{wikidata_463|wikidata_373|wikidata_472|wikidata_29554|vg_sales_1367|wikidata_29564}","{Lego Star Wars II : La Trilogie originale|Lego Star Wars II: Die klassische Trilogie|LEGO Star Wars II: La trilogia classica|Lego Star Wars II: The Original Trilogy|LEGO Star Wars II: The Original Trilogy|LEGO Star Wars II: The Original Trilogy}","LEGO Star Wars II: La trilogia classica",,
"Title","1.0","Title-{vg_sales_10973|wikidata_25782|wikidata_25779}","{Total Overdose: A Gunslinger's Tale in Mexico|Total Overdose: A Gunslinger’s Tale in Mexico|Total Overdose: A Gunslinger's Tale in Mexico}","Total Overdose: A Gunslinger's Tale in Mexico",,
"Title","1.0","Title-{vg_sales_13267|wikidata_16230}","{Colin McRae Rally 2005|Colin McRae Rally 2005}","Colin McRae Rally 2005",,
"Title","1.0","Title-{steam_games_5296|wikidata_19967}","{Adventurezator: When Pigs Fly|Adventurezator: When Pigs Fly}","Adventurezator: When Pigs Fly",,
"Title","1.0","Title-{vg_sales_14058|wikidata_25514}","{Monster Kingdom: Jewel Summoner|Monster Kingdom: Jewel Summoner}","Monster Kingdom: Jewel Summoner",,
"Title","0.6666666666666666","Title-{vg_sales_4904|wikidata_36032|vg_sales_11903}","{SpongeBob's Truth or Square (US sales)|SpongeBob's Truth or Square|SpongeBob's Truth or Square}","SpongeBob's Truth or Square",,
"Title","0.6666666666666666","Title-{wikidata_14775|vg_sales_3857|wikidata_14782}","{Tomb Raider: Legenda|Tomb Raider: Legend|Tomb Raider: Legend}","Tomb Raider: Legend",,
"Title","1.0","Title-{vg_sales_6506|wikidata_28836}","{The Elder Scrolls IV: Oblivion|The Elder Scrolls IV: Oblivion}","The Elder Scrolls IV: Oblivion",,
"Title","1.0","Title-{wikidata_35277|vg_sales_5513}","{Pitfall 3D: Beyond the Jungle|Pitfall 3D: Beyond the Jungle}","Pitfall 3D: Beyond the Jungle",,
"Title","1.0","Title-{wikidata_34921|vg_sales_4204}","{Spider-Man: Friend or Foe|Spider-Man: Friend or Foe}","Spider-Man: Friend or Foe",,
"Title","1.0","Title-{vg_sales_991|wikidata_30863|wikidata_30864}","{Golden Sun|Golden Sun|Golden sun}","Golden Sun",,
"Title","1.0","Title-{vg_sales_3819|wikidata_31181}","{NASCAR 2000|NASCAR 2000}","NASCAR 2000",,
"Title","1.0","Title-{vg_sales_10408|wikidata_30579}","{SingStar Guitar|SingStar Guitar}","SingStar Guitar",,
"Title","1.0","Title-{vg_sales_12963|steam_games_1375|steam_games_1377|steam_games_1376}","{Cities in Motion|Cities in Motion|Cities in Motion|Cities in Motion}","Cities in Motion",,
"Title","1.0","Title-{vg_sales_11080|wikidata_16593}","{Mystic Heroes|Mystic Heroes}","Mystic Heroes",,
"Title","1.0","Title-{vg_sales_1202|wikidata_15703}","{Spider-Man 2: Enter: Electro|Spider-Man 2: Enter Electro}","Spider-Man 2: Enter Electro",,
"Title","1.0","Title-{wikidata_30840|vg_sales_977}","{Just Cause 2|Just Cause 2}","Just Cause 2",,
"Title","0.6666666666666666","Title-{vg_sales_102|wikidata_13624|wikidata_32160}","{Call of Duty: Black Ops 3|Call of Duty: Black Ops III|Call of Duty: Black Ops 3}","Call of Duty: Black Ops 3",,
"Title","1.0","Title-{wikidata_18454|steam_games_13951}","{The Average Everyday Adventures of Samantha Browne|The Average Everyday Adventures of Samantha Browne}","The Average Everyday Adventures of Samantha Browne",,
"Title","0.6666666666666666","Title-{wikidata_13622|wikidata_32158|vg_sales_1000}","{Call of Duty: Black Ops III|Call of Duty: Black Ops 3|Call of Duty: Black Ops 3}","Call of Duty: Black Ops 3",,
"Title","0.4","Title-{wikidata_33393|wikidata_33397|wikidata_33389|wikidata_33598|vg_sales_3522}","{Ben 10: Alien Force (videojuego)|Ben 10: Alien Force The Game|Ben 10: Alien Force|Ben 10 Alien Force The Game|Ben 10: Alien Force}","Ben 10: Alien Force",,
"Title","1.0","Title-{wikidata_16206|vg_sales_503}","{Syphon Filter|Syphon Filter}","Syphon Filter",,
"Title","1.0","Title-{wikidata_21710|vg_sales_2399}","{Wizards of Waverly Place|Wizards of Waverly Place}","Wizards of Waverly Place",,
"Title","1.0","Title-{vg_sales_5563|wikidata_24708}","{NBA Live 06|NBA Live 06}","NBA Live 06",,
"Title","0.4","Title-{vg_sales_9601|wikidata_27379|wikidata_27389|wikidata_27384|wikidata_26092}","{Ice Age: Dawn of the Dinosaurs|Ice Age: Dawn of the Dinosaurs (video game)|Ice Age: Dawn of the Dinosaurs|Ice Age: Dawn of the Dinosaurs (computerspel)|Ice Age: Dawn of the Dinosaurs (jogo eletrônico)}","Ice Age: Dawn of the Dinosaurs",,
"Title","1.0","Title-{wikidata_4517|vg_sales_5426}","{Buzz!: The Ultimate Music Quiz|Buzz! The Ultimate Music Quiz}","Buzz! The Ultimate Music Quiz",,
"Title","1.0","Title-{vg_sales_716|wikidata_26792}","{Cool Boarders 2|Cool Boarders 2}","Cool Boarders 2",,
"Title","1.0","Title-{vg_sales_1608|wikidata_5457|wikidata_5451|wikidata_32264|wikidata_5486}","{WWE SmackDown vs. Raw 2009|WWE Smackdown vs Raw 2009|WWE SmackDown vs Raw 2009|WWE SmackDown vs. Raw 2009|Wwe smackdown vs raw 2009}","WWE Smackdown vs Raw 2009",,
"Title","1.0","Title-{wikidata_19562|vg_sales_5136}","{Barbie Horse Adventures: Blue Ribbon Race|Barbie Horse Adventures: Blue Ribbon Race}","Barbie Horse Adventures: Blue Ribbon Race",,
"Title","1.0","Title-{steam_games_22507|wikidata_34184}","{Wolfenstein II: The New Colossus|Wolfenstein II: The New Colossus}","Wolfenstein II: The New Colossus",,
"Title","1.0","Title-{wikidata_24780|vg_sales_3183}","{Family Feud: 2010 Edition|Family Feud: 2010 Edition}","Family Feud: 2010 Edition",,
"Title","1.0","Title-{vg_sales_15078|wikidata_27705}","{Line Rider 2: Unbound|Line Rider 2: Unbound}","Line Rider 2: Unbound",,
"Title","1.0","Title-{vg_sales_1204|wikidata_16869}","{Star Wars: The Force Unleashed II|Star Wars: The Force Unleashed II}","Star Wars: The Force Unleashed II",,
"Title","1.0","Title-{wikidata_32435|steam_games_131|wikidata_32429}","{GUN|GUN™|Gun}","GUN",,
"Title","1.0","Title-{steam_games_606|wikidata_15710|vg_sales_12573|wikidata_15705}","{LEGO® Batman™: The Videogame|LEGO Batman: The Videogame|LEGO Batman: The Videogame|Lego Batman: The Videogame}","LEGO Batman: The Videogame",,
"Title","1.0","Title-{steam_games_11128|wikidata_24839}","{DEADBOLT|DEADBOLT}","DEADBOLT",,
"Title","1.0","Title-{vg_sales_7697|wikidata_27965}","{Playboy: The Mansion|Playboy: The Mansion}","Playboy: The Mansion",,
"Title","0.6666666666666666","Title-{wikidata_13652|vg_sales_55|wikidata_11350}","{Gran Turismo 5|Gran Turismo 5|Gran Turismu 5}","Gran Turismo 5",,
"Title","1.0","Title-{vg_sales_1303|wikidata_18689|wikidata_18700}","{Wall-E|WALL-E|Wall-E}","Wall-E",,
"Title","1.0","Title-{wikidata_35561|vg_sales_6952}","{NASCAR 08|NASCAR 08}","NASCAR 08",,
"Title","1.0","Title-{vg_sales_8816|wikidata_15926}","{World Series Baseball 2K3|World Series Baseball 2K3}","World Series Baseball 2K3",,
"Title","1.0","Title-{wikidata_20044|vg_sales_7308}","{Digimon World Re:Digitize|Digimon World Re:Digitize}","Digimon World Re:Digitize",,
"Title","1.0","Title-{wikidata_18310|vg_sales_4433}","{Tiger Woods PGA Tour 2003|Tiger Woods PGA Tour 2003}","Tiger Woods PGA Tour 2003",,
"Title","1.0","Title-{vg_sales_3979|wikidata_526|wikidata_529}","{Star Wars: Jedi Starfighter|Star Wars: Jedi Starfighter|Star Wars Jedi Starfighter}","Star Wars Jedi Starfighter",,
"Title","1.0","Title-{steam_games_28227|wikidata_24601}","{Sakura Cupid|Sakura Cupid}","Sakura Cupid",,
"Title","1.0","Title-{wikidata_29327|vg_sales_533}","{Mortal Kombat Trilogy|Mortal Kombat Trilogy}","Mortal Kombat Trilogy",,
"Title","0.75","Title-{vg_sales_15819|steam_games_1154|wikidata_27221|wikidata_27219}","{Command & Conquer 4: Tiberian Twilight|Command & Conquer 4: Tiberian Twilight|Command & Conquer 4: Tyberyjski zmierzch|Command & Conquer 4: Tiberian Twilight}","Command & Conquer 4: Tiberian Twilight",,
"Title","1.0","Title-{wikidata_9549|vg_sales_9277}","{7th Dragon|7th Dragon}","7th Dragon",,
"Title","1.0","Title-{wikidata_34444|vg_sales_3635}","{Sly Cooper: Thieves in Time|Sly Cooper: Thieves in Time}","Sly Cooper: Thieves in Time",,
"Title","1.0","Title-{wikidata_20390|steam_games_1291}","{Monday Night Combat|Monday Night Combat}","Monday Night Combat",,
"Title","1.0","Title-{wikidata_17288|vg_sales_3200}","{Guitar Hero: Metallica|Guitar Hero: Metallica}","Guitar Hero: Metallica",,
"Title","1.0","Title-{wikidata_21749|vg_sales_9057}","{Ford Racing: Off Road|Ford Racing Off Road}","Ford Racing Off Road",,
"Title","1.0","Title-{steam_games_30460|wikidata_29926}","{Full Ace Tennis Simulator|Full Ace Tennis Simulator}","Full Ace Tennis Simulator",,
"Title","0.6666666666666666","Title-{vg_sales_10545|wikidata_14132|wikidata_14129}","{Metal Gear Solid HD Edition|Metal Gear Solid: HD Collection|Metal Gear Solid HD Collection}","Metal Gear Solid HD Edition",,
"Title","1.0","Title-{vg_sales_444|wikidata_1170}","{Star Wars Episode I Racer|Star Wars: Episode I Racer}","Star Wars Episode I Racer",,
